content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords
"waktu awal2 enjoy banget konsul di aplikasi ini dokternya ramah cepat respon, tapi makin ke sini ko lambat banget responnya yah... jd dlm beberapa menit konsul cuma bbrpa pertanyaan, gak tau tergantung dokter nya atau aplikasi nya... banyak saingan malah pelayanan nya turun",3,0.4,0.5,Neutral,47,awal2 enjoy banget konsul aplikasi dokternya ramah cepat respon ko lambat banget responnya yah jd dlm menit konsul bbrpa gak tau tergantung dokter aplikasi saingan pelayanan turun,27
terbaik pokonya. semoga cocok dan cepet sembuh juga.,5,0.0,0.0,Positive,10,terbaik pokonya semoga cocok cepet sembuh,6
sangat membqntu dan dokternya baik dan sabar menjawab pertanyaan. dojternya juga pinter. makasih ya,5,0.0,0.0,Positive,16,membqntu dokternya sabar dojternya pinter makasih,6
senang buat kita yg tinggal di pedalaman dan gak ada dokter spesialis ,5,0.0,0.0,Positive,12,senang tinggal pedalaman gak dokter spesialis,6
mantap,5,0.0,0.0,Positive,1,mantap,1
baik,5,0.0,0.0,Positive,1,,0
psikolognya baik n mau mendengarkan keluh kesah walaupun platformnya terbatss,5,0.0,0.0,Positive,10,psikolognya n mendengarkan keluh kesah platformnya terbatss,7
"dokter banyak yang scam , sudah bayar dan dokter tidak merespon selama 30 menit maka percakapan otomatis ditutup, untung doang buat mereka, semoga jadi penyakit uang yg meraka dapat",1,0.0,0.0,Negative,31,dokter scam bayar dokter merespon 30 menit percakapan otomatis ditutup untung doang semoga penyakit uang meraka,16
chat dokter ga dibalas sudah bayar kita rugi uang tidak kembali sudah bayar terus menunggu lama ga ada respon dari dokter terus chat diakhiri aplikasi. akhirnya kita dirugikan biaya dan waktu menunggu lama. peecuma bayar kalau ga ada respon chat. buang² duit buang² wektu.,1,0.0,0.0,Negative,48,chat dokter ga dibalas bayar rugi uang bayar menunggu ga respon dokter chat aplikasi dirugikan biaya menunggu peecuma bayar ga respon chat buang² duit buang² wektu,26
respon sangat membantu dan mudah dipahami,5,0.0,0.0,Positive,6,respon membantu mudah dipahami,4
bayar gus,1,0.0,0.0,Negative,2,bayar gus,2
"terima kasih,dokterx ramah,puas dgn jawabanx",5,0.0,0.0,Positive,9,terima kasihdokterx ramahpuas dgn jawabanx,5
mana jawaban pertanyaan saya terlanjur bayar kok ujung2nya sesi berakhir alasan pake keterangan sibuk lagi doktermya..apapun titel hebatnya lulusan kedokteran universitas manapun harus punya etitud kepada pasien apalagi ini berbayar demi satu pertanyaan kita bayar 45rb..sy ss semua nya demi ketidakpuasan aplikasi ini..apk apaan ini ...ulasan mengatakan pujian..apa an sih..cari duit ajah ni apk,2,0.0,0.0,Negative,65,terlanjur bayar ujung2nya sesi alasan pake keterangan sibuk doktermyaapapun titel hebatnya lulusan kedokteran universitas manapun etitud pasien berbayar bayar 45rbsy ss ketidakpuasan aplikasi iniapk ulasan pujianapa an sihcari duit ajah ni apk,32
baik,5,0.0,0.0,Positive,1,,0
mantap,5,0.0,0.0,Positive,1,mantap,1
top,5,0.5,0.5,Positive,1,top,1
baik sekali pelayanaanya,5,0.0,0.0,Positive,3,pelayanaanya,1
dokter nya ramah sabar bgd,5,0.0,0.0,Positive,5,dokter ramah sabar bgd,4
sangaaatttt ramaahhh dan jelass,5,0.0,0.0,Positive,4,sangaaatttt ramaahhh jelass,3
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
membantu tanpa harus keluar rumah,5,0.0,0.0,Positive,5,membantu rumah,2
terlalu lama dan bertele-tele,1,0.0,0.0,Negative,4,berteletele,1
bagus.. cepat ditanggapi,5,0.0,0.0,Positive,4,bagus cepat ditanggapi,3
sangat 2 membantu,4,0.0,0.0,Positive,3,2 membantu,2
penjelasan dokter detail,4,0.0,0.0,Positive,3,penjelasan dokter detail,3
parah ya sekarng appnya,3,0.0,0.0,Neutral,4,parah sekarng appnya,3
dokter sangat membantu,5,0.0,0.0,Positive,3,dokter membantu,2
baik sekali,5,0.0,0.0,Positive,2,,0
terimakasih dokter,5,0.0,0.0,Positive,2,terimakasih dokter,2
kenapa baby saya umur 4 bulan blm terkungkap,3,0.0,0.0,Neutral,8,baby umur 4 blm terkungkap,5
dokternya baik dan ramah,4,0.0,0.0,Positive,4,dokternya ramah,2
baik direspon cept,5,0.0,0.0,Positive,3,direspon cept,2
nyaman berkonsultasi di alodokter,5,0.0,0.0,Positive,4,nyaman berkonsultasi alodokter,3
respon cepat dan jwbn mudah dimengerti,5,0.0,0.0,Positive,6,respon cepat jwbn mudah dimengerti,5
responnya lambat.,4,0.0,0.0,Positive,3,responnya lambat,2
"sangat baik sekali,puas dg layanan alodokter",5,0.0,0.0,Positive,8,sekalipuas layanan alodokter,3
kalau udah cat sama dokter apa bisa di kasih resep nya,4,0.0,0.0,Positive,11,udah cat dokter kasih resep,5
jawaban dokter sangat mudah dipahami,5,0.0,0.0,Positive,5,dokter mudah dipahami,3
karena berbayar,1,0.0,0.0,Negative,2,berbayar,1
aneh sekali aplikasi ini saya bayar dan chat dokter. trus 30 menit dokter tidak balas chat di close otomatis oleh sistem dan uang tidak kembali,1,0.0,0.0,Negative,26,aneh aplikasi bayar chat dokter trus 30 menit dokter balas chat close otomatis sistem uang,15
dokternya sangat ramah dan memberikan masukan yang sangat mudah dimengerti.,5,0.0,0.0,Positive,11,dokternya ramah masukan mudah dimengerti,5
dokter ramah dan mudah di pahami penjelasannya,5,0.0,0.0,Positive,7,dokter ramah mudah pahami penjelasannya,5
"dokternya kaya males malesan gitu, lowres bahkan pasien sedang bercerita mengenai kronologi awal mula dia sakit punlangsung dipotong, obat nya juga asal asalan, cuma dikasih antibiotik 1 dan pereda nyeri 1 padahal sebelumnya di dokter lain ada 7 obat dan hasil nya dapat di prediksi ngga ada efek apapun bahkan bisa saja malah resistensi antibiotik klo asal asalan gini",1,0.0,0.0,Negative,62,dokternya kaya males malesan gitu lowres pasien bercerita kronologi sakit punlangsung dipotong obat asalan dikasih antibiotik 1 pereda nyeri 1 dokter 7 obat hasil prediksi ngga efek apapun resistensi antibiotik klo asalan gini,33
ramah n puas bgt dengan penjelasannya,5,0.0,0.0,Positive,6,ramah n puas bgt penjelasannya,5
sangat cepat respon nya,5,0.0,0.0,Positive,4,cepat respon,2
respon nya lama bikin kecewa,1,0.0,0.0,Negative,5,respon bikin kecewa,3
kami ingin konsultasi dokter,5,0.0,0.0,Positive,4,konsultasi dokter,2
top,5,0.5,0.5,Positive,1,top,1
dokternya saangatt baik,1,0.0,0.0,Negative,3,dokternya saangatt,2
good,3,0.7,0.6000000000000001,Neutral,1,good,1
"sudah berkali kali konsul di apk ini, sangat membantu mencarikan solusi, obat dan ramah"" dokternya tp sayang terakhir konsul dokternya kurang ramah langsung to the point kaya yg dishare digoogle"", padahal niat konsul biar ada penjelasan yg lebih jelas, gamau ditanya langsung diselesaiin obrolan.. kecewaa ",2,0.0,0.0,Negative,52,berkali kali konsul apk membantu mencarikan solusi obat ramah dokternya tp sayang konsul dokternya ramah langsung to the point kaya dishare digoogle niat konsul biar penjelasan gamau langsung diselesaiin obrolan kecewaa,31
"dokternya ramah, tipe dokter konseling. penjelasannya juga detail.",5,0.0,0.0,Positive,11,dokternya ramah tipe dokter konseling penjelasannya detail,7
mendapatkan solusi yg cepat,5,0.0,0.0,Positive,4,solusi cepat,2
dokter sangat baik & ramah.,5,0.0,0.0,Positive,6,dokter ramah,2
sangat bagus,5,0.0,0.0,Positive,2,bagus,1
"pertanyaan di jawab dengan baik, dokter jg ramah terimakasih",5,0.0,0.0,Positive,10,dokter jg ramah terimakasih,4
"bagaimana indonesia mau maju dan sejahtera,klo mau chat atau konsultasi dokter aja berbayar dan bertarif,sedangkan chat di apk hijau aja gratis,pantesan indonesia banyak yg sakit tubuh dan fikiran,karena pengaruh dunia yg buruk tapi gk bisa untuk sehat,klo untuk sehat jasmani dan rohani dimahal2 kan semua",1,0.0,0.0,Negative,55,indonesia maju sejahteraklo chat konsultasi dokter berbayar bertarifsedangkan chat apk hijau gratispantesan indonesia sakit tubuh fikirankarena pengaruh dunia buruk gk sehatklo sehat jasmani rohani dimahal2,25
bagus,5,0.0,0.0,Positive,1,bagus,1
sangat puas ,5,0.0,0.0,Positive,2,puas,1
dr ramah penjelasan nya sangat akurat,5,0.0,0.0,Positive,6,dr ramah penjelasan akurat,4
baik dah jelas penjelasannya,5,0.0,0.0,Positive,4,dah penjelasannya,2
mudah dan praktis,5,0.0,0.0,Positive,3,mudah praktis,2
tq dok sangat membantu sekali,5,0.0,0.0,Positive,5,tq dok membantu,3
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
baik pelayanannya dari dokter,5,0.0,0.0,Positive,4,pelayanannya dokter,2
luarbiasa.. fast respon,5,0.2,0.6,Positive,4,luarbiasa fast respon,3
ingin konsultasi pnyakit.,5,0.0,0.0,Positive,4,konsultasi pnyakit,2
okk,4,0.0,0.0,Positive,1,okk,1
ini dokter sya mau tanya anak sya umurnya 15 bulan sekarang d rmh sakit krn diare trus susunya d ganti dengan susu lln dan babnya aga kemerahan dan berlendir ap sja yg harus d lakukan dok,3,0.0,0.0,Neutral,36,dokter sya anak sya umurnya 15 d rmh sakit krn diare trus susunya d ganti susu lln babnya aga kemerahan berlendir ap sja d lakukan dok,26
"jawaban yang memuaskan,sehat selalu dokter tuhan memberkati",5,0.0,0.0,Positive,9,memuaskansehat dokter tuhan memberkati,4
aplikasi monyet gbisa login susah,1,0.0,0.0,Negative,5,aplikasi monyet gbisa login susah,5
"konsul keluhan belom saya sampaikan semua sudah di balas ""tidak ada"" padahal saya belom selesai menyampaikan kondisi kesehatan",1,0.0,0.0,Negative,20,konsul keluhan belom balas belom selesai kondisi kesehatan,8
sangat bermanfaat,5,0.0,0.0,Positive,2,bermanfaat,1
bagus,4,0.0,0.0,Positive,1,bagus,1
halo dokter sy mau menyampai kan keluhan sy ini tulang tulang sy terasa kaku sakit dan bengkak kenapa ya dok sy tkt dok mohon penjelasan nya dan obat yg utk menyembuh kan tulang bengkak,5,0.0,0.0,Positive,34,halo dokter menyampai keluhan tulang tulang kaku sakit bengkak dok tkt dok mohon penjelasan obat utk menyembuh tulang bengkak,19
dokternya komunikatif dan informatif,5,0.0,0.0,Positive,4,dokternya komunikatif informatif,3
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
bermanfaat,5,0.0,0.0,Positive,1,bermanfaat,1
singkat padat jelas,5,0.0,0.0,Positive,3,singkat padat,2
"sangat mudah, menarik dan membantu",5,0.0,0.0,Positive,6,mudah menarik membantu,3
saya suka membaca artikelnya. artikel gizi tidak terpenuhi di dalamnya. bisakah di tambahkan saya ingin perbandingan,5,0.0,0.0,Positive,18,suka membaca artikelnya artikel gizi terpenuhi dalamnya tambahkan perbandingan,9
dokter sangat ramah dan memberikan penjelasan dg jelas,5,0.0,0.0,Positive,8,dokter ramah penjelasan,3
asuransi terburuk yang pernah ada,1,0.0,0.0,Negative,5,asuransi terburuk,2
"respon cepat, dokter ramah",5,0.0,0.0,Positive,5,respon cepat dokter ramah,4
terima kasih dok untuk penjelasannya,5,0.0,0.0,Positive,5,terima kasih dok penjelasannya,4
mantap,5,0.0,0.0,Positive,1,mantap,1
dokter yg ditanya tdk membantu,3,0.0,0.0,Neutral,5,dokter tdk membantu,3
mantap,5,0.0,0.0,Positive,1,mantap,1
sangat membantu terima kasih,5,0.0,0.0,Positive,4,membantu terima kasih,3
sangat bagus pelayanan ya,5,0.0,0.0,Positive,4,bagus pelayanan,2
"terimakasih kepada dokter 2,yg baik.smuanya.",5,0.0,0.0,Positive,8,terimakasih dokter 2yg baiksmuanya,4
the best,5,1.0,0.3,Positive,2,the best,2
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
dokternya ramah...sangat membantu,5,0.0,0.0,Positive,5,dokternya ramahsangat membantu,3
ini yang ke adaan darurat gimana? dan gak punya duit gimana dok? masak iya dok orang keadaan darurat nggak ada bantuan nya sama sekali apa lagi yang darurat banget nggak ada duit saya padahal sendirian ini dok ngga ada yang bantuin,1,0.0,0.0,Negative,43,adaan darurat gimana gak duit gimana dok masak iya dok orang darurat nggak bantuan darurat banget nggak duit dok ngga bantuin,21
mau konsul ke bedah saraf tapi blm tersedia di alodok. saya jadi chat ke dr neurologi ,5,0.0,0.0,Positive,17,konsul bedah saraf blm tersedia alodok chat dr neurologi,9
bagus sekali,5,0.0,0.0,Positive,2,bagus,1
trimksih dr,5,0.0,0.0,Positive,2,trimksih dr,2
selalu puas ,5,0.0,0.0,Positive,2,puas,1
penjelasan sangat jelas,5,0.0,0.0,Positive,3,penjelasan,1
goodddd,5,0.0,0.0,Positive,1,goodddd,1
cepat tanggap,5,0.0,0.0,Positive,2,cepat tanggap,2
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
"dokter sangat ramah semua, konsultasi bisa menjelaskan dengan detail dan mudah dipahami (karna udh konsultasi di 3 spesialis berbeda), dan sangat membantu disaat urgent atau lagi ditempat lain",5,0.0,0.0,Positive,32,dokter ramah konsultasi detail mudah dipahami karna udh konsultasi 3 spesialis berbeda membantu disaat urgent ditempat,16
"teliti, sabar, dan menenangkan. sangat membantu.",5,0.0,0.0,Positive,10,teliti sabar menenangkan membantu,4
"untuk pelayanan nya semua bagus, 1 yang gak bagus. jangan mau disuruh beli obat nya di aloshop, pengiriman tidak langsung. harga 2x lipat  mending beli sendiri",3,0.0,0.0,Neutral,30,pelayanan bagus 1 gak bagus disuruh beli obat aloshop pengiriman langsung harga 2x lipat mending beli,16
fast respon,5,0.2,0.6,Positive,2,fast respon,2
"yaaa ini mah mending kita datang langsung, konsultasi langsung,,, bayar juga gak penasaran tapi semua keluh kesah kita bisa kita sampaikan,,, chat di sini payah... bayarannya mahal, tanggapan dan jawabannya kurang memuaskan,,, ujung2nya suru datang ke dokter2 juga..",1,0.0,0.0,Negative,51,yaaa mah mending langsung konsultasi langsung bayar gak penasaran keluh kesah chat payah bayarannya mahal tanggapan jawabannya memuaskan ujung2nya suru dokter2,21
oke,5,0.0,0.0,Positive,1,oke,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
"sangat puas,,dan sangat membantu bgd",5,0.0,0.0,Positive,7,puasdan membantu bgd,3
enak dalam memberikan penjelasannya,5,0.0,0.0,Positive,4,enak penjelasannya,2
jelas dan singkat,5,0.0,0.0,Positive,3,singkat,1
bagus dan dan cepat dalam membalas chat,5,0.0,0.0,Positive,7,bagus cepat membalas chat,4
cukup puas,5,0.0,0.0,Positive,2,puas,1
cukup baik,4,0.0,0.0,Positive,2,,0
mantap,5,0.0,0.0,Positive,1,mantap,1
baik,5,0.0,0.0,Positive,1,,0
jelas,5,0.0,0.0,Positive,1,,0
dokterny cpt respon dan teliti tks,5,0.0,0.0,Positive,6,dokterny cpt respon teliti tks,5
sangat bagus,5,0.0,0.0,Positive,2,bagus,1
gimana si verifikasi nya. udh dpt kode nya tapi gabisa verifikasi. aneh,1,0.0,0.0,Negative,14,gimana si verifikasi udh dpt kode gabisa verifikasi aneh,9
di tempat ku apk ini tidak berfungsi,5,0.0,0.0,Positive,7,ku apk berfungsi,3
i love it pokoknyaaaaaa,5,0.5,0.6,Positive,4,i love it pokoknyaaaaaa,4
sangat baik penjelasannya,5,0.0,0.0,Positive,3,penjelasannya,1
sangat membantu sekali,5,0.0,0.0,Positive,3,membantu,1
luar biasa,5,0.0,0.0,Positive,2,,0
penjelasan sangat akurat dan dokternya fast respon dan ramah,5,0.2,0.6,Positive,9,penjelasan akurat dokternya fast respon ramah,6
sangat jelas mudah dimengerti penjelasan dari dokter terimakasih dokter ratna ,5,0.0,0.0,Positive,10,mudah dimengerti penjelasan dokter terimakasih dokter ratna,7
lega setelah mendengar penjelasan nya..,5,0.0,0.0,Positive,6,lega mendengar penjelasan,3
dokternya ramah dan membantu sekali,5,0.0,0.0,Positive,5,dokternya ramah membantu,3
"pas masukkan nomornya, kode otp nya tidak kunjung dikirimkan kalau begitu bagaimana mau buka aplikasi nya",1,0.0,0.0,Negative,17,pas masukkan nomornya kode otp kunjung dikirimkan buka aplikasi,9
gak lengkap fiturnya,1,0.0,0.0,Negative,3,gak lengkap fiturnya,3
membantu sekali tanpa harus ke rumah sakit,5,0.0,0.0,Positive,7,membantu rumah sakit,3
"dokter nya ribet dan udah banyak foto foto, sesulit sulit nya bpjs ini yang paling sulit",1,0.0,0.0,Negative,17,dokter ribet udah foto foto sesulit sulit bpjs sulit,9
cukup puas,5,0.0,0.0,Positive,2,puas,1
terima kasih,5,0.0,0.0,Positive,2,terima kasih,2
dokter spesialis kurang lengkap ..,1,0.0,0.0,Negative,5,dokter spesialis lengkap,3
"gak banget sama aplikasi ini, dokternya gadak yg tanggepin tiba-tiba waktunya habis, uang siasiaaa, auto un instal, bye",1,0.0,0.0,Negative,22,gak banget aplikasi dokternya gadak tanggepin tibatiba habis uang siasiaaa auto un instal bye,14
ku kira gratis ternyata berbayar anjayyy,5,0.0,0.0,Positive,6,ku gratis berbayar anjayyy,4
wuh ribet lagi miskin sama penyakit malah ketemu apk kayak gini anj lah kntollll,1,0.0,0.0,Negative,14,wuh ribet miskin penyakit ketemu apk kayak gini anj kntollll,10
dokter nya ramah,5,0.0,0.0,Positive,3,dokter ramah,2
makasih dokter cepat respon dokternya..... sekali lagi makasih,5,0.0,0.0,Positive,9,makasih dokter cepat respon dokternya makasih,6
jangan mahal² utk biaya konsultasi nya. kalau perlu free sprti dulu,3,0.4,0.8,Neutral,12,mahal² utk biaya konsultasi free sprti,6
sangat direkomendasikan untuk semua orang,5,0.0,0.0,Positive,5,direkomendasikan orang,2
sangat membantu. terimakasih puas dengan pelayanan nya semua,5,0.0,0.0,Positive,9,membantu terimakasih puas pelayanan,4
respon baik penjelasan detail,5,0.0,0.0,Positive,4,respon penjelasan detail,3
baik,5,0.0,0.0,Positive,1,,0
"baru pertama kali pakai, sudah bayar nanya gak dijawab tau"" waktunya habis. sia"" banget",1,0.0,0.0,Negative,18,kali pakai bayar nanya gak tau habis sia banget,9
dokternya sangat baik,5,0.0,0.0,Positive,3,dokternya,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
sangat bagus,5,0.0,0.0,Positive,2,bagus,1
cukup membantu sekali,5,0.0,0.0,Positive,3,membantu,1
"sangat membantu,",5,0.0,0.0,Positive,3,membantu,1
pelayanan nya bagus dan dapet di percaya terimakasih banyak,5,0.0,0.0,Positive,9,pelayanan bagus dapet percaya terimakasih,5
bagusss sekali penjelasannya,5,0.0,0.0,Positive,3,bagusss penjelasannya,2
mantap,5,0.0,0.0,Positive,1,mantap,1
keren,5,0.0,0.0,Positive,1,keren,1
sangat membantu dan bermanfaat,5,0.0,0.0,Positive,4,membantu bermanfaat,2
jelas dan rinci penjelasan nya,5,0.0,0.0,Positive,5,rinci penjelasan,2
"sangat membantu aplikasi nya,",5,0.0,0.0,Positive,5,membantu aplikasi,2
mudah mudahan bisa bermanfaat,5,0.0,0.0,Positive,4,mudah mudahan bermanfaat,3
respon sangat puas dan dokter nya baik,5,0.0,0.0,Positive,7,respon puas dokter,3
"halo dok...perut kram d serta,i keluar lendir putih tp tdk berbau....habis hati kejala ap kah dok....",5,0.0,0.0,Positive,23,halo dokperut kram d sertai lendir putih tp tdk berbauhabis hati kejala ap kah dok,15
semakin lebij baik lagi,5,0.0,0.0,Positive,4,lebij,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
apakah bisa cek sertifikat vaksinasi covid,3,0.0,0.0,Neutral,6,cek sertifikat vaksinasi covid,4
"tolong dong vitur chatnya bisa kirim video jangan cuma foto,karena lebih akurat video jadi biar jelas kondisinya juga apallgi kalo konsultasi buat hewan.",4,0.0,0.0,Positive,26,tolong vitur chatnya kirim video fotokarena akurat video biar kondisinya apallgi kalo konsultasi hewan,14
masa mau konsul aja cuma tanya2. harus bayar 45ribu melalui bank atw sopay mending priksa langsung ke bidan cuma bayar 80 sma obat. aplikasi apa ini.,1,0.0,0.0,Negative,29,konsul tanya2 bayar 45ribu bank atw sopay mending priksa langsung bidan bayar 80 sma obat aplikasi,16
"kurang lengkap, tidak ada spesialis andrologi",1,0.0,0.0,Negative,7,lengkap spesialis andrologi,3
the best lh pokoknya,5,1.0,0.3,Positive,4,the best lh pokoknya,4
sangat puas dlm konsultasi sm dokter spesialis lgsg dan berikan solusi trbaik,5,0.0,0.0,Positive,12,puas dlm konsultasi sm dokter spesialis lgsg solusi trbaik,9
sangat membantu,4,0.0,0.0,Positive,2,membantu,1
fast respon,5,0.2,0.6,Positive,2,fast respon,2
