content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords,review_stem_without_stopwords
cepat tanggap responyya ,5,0.0,0.0,Positive,3,cepat tanggap responyya,3,cepat tanggap responyya
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
maaf pernah sy download krn kita bebas bertanya dan gratis pula tapi sekarang tdk bisa gratis lagi,4,0.0,0.0,Positive,17,maaf download krn bebas gratis tdk gratis,7,maaf download krn bebas gratis tdk gratis
"dokternya ramah dan langsung balas chat nya, trims",5,0.0,0.0,Positive,9,dokternya ramah langsung balas chat trims,6,dokter ramah langsung balas chat trims
"respon dokrrnya cepet dan bagus ,bahsanya juga tidak menakutkan jdi merasa konsultasi dengan aman",5,0.0,0.0,Positive,15,respon dokrrnya cepet bagus bahsanya menakutkan jdi konsultasi aman,9,respon dokrrnya cepet bagus bahsanya takut jdi konsultasi aman
singkat padat jelas,4,0.0,0.0,Positive,3,singkat padat,2,singkat padat
cukup membantu cepat memberi respon,5,0.0,0.0,Positive,5,membantu cepat respon,3,bantu cepat respon
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
apk ini membantu bgt apalagi buat emak2 yg sdh punya anak.,5,0.0,0.0,Positive,12,apk membantu bgt emak2 sdh anak,6,apk bantu bgt emak2 sdh anak
sngat bgs,4,0.0,0.0,Positive,2,sngat bgs,2,sngat bgs
selalu cocok berobat sm alodokter.,5,0.0,0.0,Positive,6,cocok berobat sm alodokter,4,cocok obat sm alodokter
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
"selamat malam dok,sya mau bertanya ..sya berusia 39 th dan mempunyai riwayat darah tinggi ,setiap hari minum obat darah tinggi.sya ingin program hamil ank ke dua apakah masih bisa dok dg kondisi saya yg punya riwayat darah tinggi?",5,0.0,0.0,Positive,43,selamat malam doksya sya berusia 39 th riwayat darah minum obat darah tinggisya program hamil ank dok kondisi riwayat darah,20,selamat malam doksya sya usia 39 th riwayat darah minum obat darah tinggisya program hamil ank dok kondisi riwayat darah
parah si inimah cuma mau konsultasi aja harus bayar astaga apa apa kudu bayar parah emng kementerian kesehatan indonesia,1,0.0,0.0,Negative,19,parah si inimah konsultasi bayar astaga kudu bayar parah emng kementerian kesehatan indonesia,13,parah si inimah konsultasi bayar astaga kudu bayar parah emng menteri sehat indonesia
baik sekali dokter ramah..penjelasannya detail..sehat selalu dokter,5,0.0,0.0,Positive,11,dokter ramahpenjelasannya detailsehat dokter,4,dokter ramahpenjelasannya detailsehat dokter
membantu sekali,5,0.0,0.0,Positive,2,membantu,1,bantu
bagus bg,4,0.0,0.0,Positive,2,bagus bg,2,bagus bg
respon cepat,5,0.0,0.0,Positive,2,respon cepat,2,respon cepat
kenapa kita harus membayar untuk chat ataupun sharing?,3,0.0,0.0,Neutral,9,membayar chat sharing,3,bayar chat sharing
terimakasih dok,5,0.0,0.0,Positive,2,terimakasih dok,2,terimakasih dok
halo dok udh nyambung blm,5,0.0,0.0,Positive,5,halo dok udh nyambung blm,5,halo dok udh nyambung blm
syaiful rahim,3,0.0,0.0,Neutral,2,syaiful rahim,2,syaiful rahim
mantab,5,0.0,0.0,Positive,1,mantab,1,mantab
konsultasi doank bayar auto uninstall ga manfaat ga membantu,1,0.0,0.0,Negative,9,konsultasi doank bayar auto uninstall ga manfaat ga membantu,9,konsultasi doank bayar auto uninstall ga manfaat ga bantu
bukannya gratis malah bayar,1,0.0,0.0,Negative,4,gratis bayar,2,gratis bayar
membantu sekali saat dibutuhkan untuk konsultasi dokter. bisa 24 jam konsultasi dengan dokter mana pun dan spesialis apa pun. terima kasih alodokter ,5,0.0,0.0,Positive,24,membantu dibutuhkan konsultasi dokter 24 jam konsultasi dokter spesialis terima kasih alodokter,12,bantu butuh konsultasi dokter 24 jam konsultasi dokter spesialis terima kasih alodokter
"sangat membantu banget, beli obat slalu gratis ongkir",5,0.0,0.0,Positive,9,membantu banget beli obat slalu gratis ongkir,7,bantu banget beli obat slalu gratis ongkir
"mau tebus obat di aloshop gagal terus. udah 1 jam saya coba tetep gagal, coba ngikutin saran cs nya masih gagal. akhirnya diminta buat tebus offline, padahal saya lagi butuh bgt saat ini juga dan cuman bisa tebus online",2,0.0,0.0,Negative,43,tebus obat aloshop gagal udah 1 jam coba tetep gagal coba ngikutin saran cs gagal tebus offline butuh bgt cuman tebus online,22,tebus obat aloshop gagal udah 1 jam coba tetep gagal coba ngikutin saran cs gagal tebus offline butuh bgt cuman tebus online
sangat baik,5,0.0,0.0,Positive,2,,0,
hasil konsultasi blm memuaskan. tidak mendapatkan jawaban yang pasti. hanya mendapatkan saran harus konsultasi lanjutan dengan dokter spesialis,2,0.0,0.0,Negative,20,hasil konsultasi blm memuaskan saran konsultasi lanjutan dokter spesialis,9,hasil konsultasi blm muas saran konsultasi lanjut dokter spesialis
baik dokternya dan respon dgn cepat,5,0.0,0.0,Positive,6,dokternya respon dgn cepat,4,dokter respon dgn cepat
aplikasi kurang gaji,1,0.0,0.0,Negative,3,aplikasi gaji,2,aplikasi gaji
mengecewakan lagi sakit sudah bayar buat konsultasi tapi tidak ada penjelasan terkait penyakit dan chat langsung di tutup oleh dokter,1,0.0,0.0,Negative,20,mengecewakan sakit bayar konsultasi penjelasan terkait penyakit chat langsung tutup dokter,11,kecewa sakit bayar konsultasi jelas kait sakit chat langsung tutup dokter
terbaik,5,0.0,0.0,Positive,1,terbaik,1,baik
dokternya ramah dan baik menjelaskan dgn detail,5,0.0,0.0,Positive,7,dokternya ramah dgn detail,4,dokter ramah dgn detail
membantu,5,0.0,0.0,Positive,1,membantu,1,bantu
saya usia 82 tahun dokter sdh 5 hari perut selalu kembunga. sering keluar gas. kalau mau keluar gas diawali sedikit mules. kalaummules perut sara merasa lemes dokrer.,5,0.0,0.0,Positive,31,usia 82 dokter sdh 5 perut kembunga gas gas diawali mules kalaummules perut sara lemes dokrer,16,usia 82 dokter sdh 5 perut kembunga gas gas awal mules kalaummules perut sara lemes dokrer
sangat bermanfaat,4,0.0,0.0,Positive,2,bermanfaat,1,manfaat
sangat baik,5,0.0,0.0,Positive,2,,0,
"dokternya ramah,jawaban dapat dimengerti",5,0.0,0.0,Positive,6,dokternya ramahjawaban dimengerti,3,dokter ramahjawaban erti
respon baik,5,0.0,0.0,Positive,2,respon,1,respon
bagus jelas,5,0.0,0.0,Positive,2,bagus,1,bagus
dokter menjawab dengan sangat jelas. terima kasih dok,5,0.0,0.0,Positive,9,dokter terima kasih dok,4,dokter terima kasih dok
sangat ramah,5,0.0,0.0,Positive,2,ramah,1,ramah
ok,5,0.5,0.5,Positive,1,ok,1,ok
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
sangat jelas dan bermanfaat.,5,0.0,0.0,Positive,5,bermanfaat,1,manfaat
sangat baikkkk,5,0.0,0.0,Positive,2,baikkkk,1,baikkkk
mantap...respon cepat,5,0.0,0.0,Positive,4,mantaprespon cepat,2,mantaprespon cepat
baik ramah,5,0.0,0.0,Positive,2,ramah,1,ramah
kejutan untuk anda,5,0.0,0.0,Positive,3,kejutan,1,kejut
"waktu awal2 enjoy banget konsul di aplikasi ini dokternya ramah cepat respon, tapi makin ke sini ko lambat banget responnya yah... jd dlm beberapa menit konsul cuma bbrpa pertanyaan, gak tau tergantung dokter nya atau aplikasi nya... banyak saingan malah pelayanan nya turun",3,0.4,0.5,Neutral,47,awal2 enjoy banget konsul aplikasi dokternya ramah cepat respon ko lambat banget responnya yah jd dlm menit konsul bbrpa gak tau tergantung dokter aplikasi saingan pelayanan turun,27,awal2 enjoy banget konsul aplikasi dokter ramah cepat respon ko lambat banget responnya yah jd dlm menit konsul bbrpa gak tau gantung dokter aplikasi saing layan turun
terbaik pokonya. semoga cocok dan cepet sembuh juga.,5,0.0,0.0,Positive,10,terbaik pokonya semoga cocok cepet sembuh,6,baik poko moga cocok cepet sembuh
sangat membqntu dan dokternya baik dan sabar menjawab pertanyaan. dojternya juga pinter. makasih ya,5,0.0,0.0,Positive,16,membqntu dokternya sabar dojternya pinter makasih,6,membqntu dokter sabar dojternya pinter makasih
senang buat kita yg tinggal di pedalaman dan gak ada dokter spesialis ,5,0.0,0.0,Positive,12,senang tinggal pedalaman gak dokter spesialis,6,senang tinggal dalam gak dokter spesialis
mantap,5,0.0,0.0,Positive,1,mantap,1,mantap
baik,5,0.0,0.0,Positive,1,,0,
psikolognya baik n mau mendengarkan keluh kesah walaupun platformnya terbatss,5,0.0,0.0,Positive,10,psikolognya n mendengarkan keluh kesah platformnya terbatss,7,psikolog n dengar keluh kesah platform terbatss
"dokter banyak yang scam , sudah bayar dan dokter tidak merespon selama 30 menit maka percakapan otomatis ditutup, untung doang buat mereka, semoga jadi penyakit uang yg meraka dapat",1,0.0,0.0,Negative,31,dokter scam bayar dokter merespon 30 menit percakapan otomatis ditutup untung doang semoga penyakit uang meraka,16,dokter scam bayar dokter merespon 30 menit cakap otomatis tutup untung doang moga sakit uang raka
chat dokter ga dibalas sudah bayar kita rugi uang tidak kembali sudah bayar terus menunggu lama ga ada respon dari dokter terus chat diakhiri aplikasi. akhirnya kita dirugikan biaya dan waktu menunggu lama. peecuma bayar kalau ga ada respon chat. buang² duit buang² wektu.,1,0.0,0.0,Negative,48,chat dokter ga dibalas bayar rugi uang bayar menunggu ga respon dokter chat aplikasi dirugikan biaya menunggu peecuma bayar ga respon chat buang² duit buang² wektu,26,chat dokter ga balas bayar rugi uang bayar tunggu ga respon dokter chat aplikasi rugi biaya tunggu peecuma bayar ga respon chat buang duit buang wektu
respon sangat membantu dan mudah dipahami,5,0.0,0.0,Positive,6,respon membantu mudah dipahami,4,respon bantu mudah paham
bayar gus,1,0.0,0.0,Negative,2,bayar gus,2,bayar gus
"terima kasih,dokterx ramah,puas dgn jawabanx",5,0.0,0.0,Positive,9,terima kasihdokterx ramahpuas dgn jawabanx,5,terima kasihdokterx ramahpuas dgn jawabanx
mana jawaban pertanyaan saya terlanjur bayar kok ujung2nya sesi berakhir alasan pake keterangan sibuk lagi doktermya..apapun titel hebatnya lulusan kedokteran universitas manapun harus punya etitud kepada pasien apalagi ini berbayar demi satu pertanyaan kita bayar 45rb..sy ss semua nya demi ketidakpuasan aplikasi ini..apk apaan ini ...ulasan mengatakan pujian..apa an sih..cari duit ajah ni apk,2,0.0,0.0,Negative,65,terlanjur bayar ujung2nya sesi alasan pake keterangan sibuk doktermyaapapun titel hebatnya lulusan kedokteran universitas manapun etitud pasien berbayar bayar 45rbsy ss ketidakpuasan aplikasi iniapk ulasan pujianapa an sihcari duit ajah ni apk,32,lanjur bayar ujung2nya sesi alas pake terang sibuk doktermyaapapun titel hebat lulus dokter universitas mana etitud pasien bayar bayar 45rbsy ss ketidakpuasan aplikasi iniapk ulas pujianapa an sihcari duit ajah ni apk
baik,5,0.0,0.0,Positive,1,,0,
mantap,5,0.0,0.0,Positive,1,mantap,1,mantap
top,5,0.5,0.5,Positive,1,top,1,top
baik sekali pelayanaanya,5,0.0,0.0,Positive,3,pelayanaanya,1,pelayanaanya
dokter nya ramah sabar bgd,5,0.0,0.0,Positive,5,dokter ramah sabar bgd,4,dokter ramah sabar bgd
sangaaatttt ramaahhh dan jelass,5,0.0,0.0,Positive,4,sangaaatttt ramaahhh jelass,3,sangaaatttt ramaahhh jelass
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
membantu tanpa harus keluar rumah,5,0.0,0.0,Positive,5,membantu rumah,2,bantu rumah
terlalu lama dan bertele-tele,1,0.0,0.0,Negative,4,berteletele,1,berteletele
bagus.. cepat ditanggapi,5,0.0,0.0,Positive,4,bagus cepat ditanggapi,3,bagus cepat tanggap
sangat 2 membantu,4,0.0,0.0,Positive,3,2 membantu,2,2 bantu
penjelasan dokter detail,4,0.0,0.0,Positive,3,penjelasan dokter detail,3,jelas dokter detail
parah ya sekarng appnya,3,0.0,0.0,Neutral,4,parah sekarng appnya,3,parah sekarng appnya
dokter sangat membantu,5,0.0,0.0,Positive,3,dokter membantu,2,dokter bantu
baik sekali,5,0.0,0.0,Positive,2,,0,
terimakasih dokter,5,0.0,0.0,Positive,2,terimakasih dokter,2,terimakasih dokter
kenapa baby saya umur 4 bulan blm terkungkap,3,0.0,0.0,Neutral,8,baby umur 4 blm terkungkap,5,baby umur 4 blm terkungkap
dokternya baik dan ramah,4,0.0,0.0,Positive,4,dokternya ramah,2,dokter ramah
baik direspon cept,5,0.0,0.0,Positive,3,direspon cept,2,direspon cept
nyaman berkonsultasi di alodokter,5,0.0,0.0,Positive,4,nyaman berkonsultasi alodokter,3,nyaman konsultasi alodokter
respon cepat dan jwbn mudah dimengerti,5,0.0,0.0,Positive,6,respon cepat jwbn mudah dimengerti,5,respon cepat jwbn mudah erti
responnya lambat.,4,0.0,0.0,Positive,3,responnya lambat,2,responnya lambat
"sangat baik sekali,puas dg layanan alodokter",5,0.0,0.0,Positive,8,sekalipuas layanan alodokter,3,sekalipuas layan alodokter
kalau udah cat sama dokter apa bisa di kasih resep nya,4,0.0,0.0,Positive,11,udah cat dokter kasih resep,5,udah cat dokter kasih resep
jawaban dokter sangat mudah dipahami,5,0.0,0.0,Positive,5,dokter mudah dipahami,3,dokter mudah paham
karena berbayar,1,0.0,0.0,Negative,2,berbayar,1,bayar
aneh sekali aplikasi ini saya bayar dan chat dokter. trus 30 menit dokter tidak balas chat di close otomatis oleh sistem dan uang tidak kembali,1,0.0,0.0,Negative,26,aneh aplikasi bayar chat dokter trus 30 menit dokter balas chat close otomatis sistem uang,15,aneh aplikasi bayar chat dokter trus 30 menit dokter balas chat close otomatis sistem uang
dokternya sangat ramah dan memberikan masukan yang sangat mudah dimengerti.,5,0.0,0.0,Positive,11,dokternya ramah masukan mudah dimengerti,5,dokter ramah masuk mudah erti
dokter ramah dan mudah di pahami penjelasannya,5,0.0,0.0,Positive,7,dokter ramah mudah pahami penjelasannya,5,dokter ramah mudah paham jelas
"dokternya kaya males malesan gitu, lowres bahkan pasien sedang bercerita mengenai kronologi awal mula dia sakit punlangsung dipotong, obat nya juga asal asalan, cuma dikasih antibiotik 1 dan pereda nyeri 1 padahal sebelumnya di dokter lain ada 7 obat dan hasil nya dapat di prediksi ngga ada efek apapun bahkan bisa saja malah resistensi antibiotik klo asal asalan gini",1,0.0,0.0,Negative,62,dokternya kaya males malesan gitu lowres pasien bercerita kronologi sakit punlangsung dipotong obat asalan dikasih antibiotik 1 pereda nyeri 1 dokter 7 obat hasil prediksi ngga efek apapun resistensi antibiotik klo asalan gini,33,dokter kaya males malesan gitu lowres pasien cerita kronologi sakit punlangsung potong obat asal kasih antibiotik 1 reda nyeri 1 dokter 7 obat hasil prediksi ngga efek apa resistensi antibiotik klo asal gin
ramah n puas bgt dengan penjelasannya,5,0.0,0.0,Positive,6,ramah n puas bgt penjelasannya,5,ramah n puas bgt jelas
sangat cepat respon nya,5,0.0,0.0,Positive,4,cepat respon,2,cepat respon
respon nya lama bikin kecewa,1,0.0,0.0,Negative,5,respon bikin kecewa,3,respon bikin kecewa
kami ingin konsultasi dokter,5,0.0,0.0,Positive,4,konsultasi dokter,2,konsultasi dokter
top,5,0.5,0.5,Positive,1,top,1,top
dokternya saangatt baik,1,0.0,0.0,Negative,3,dokternya saangatt,2,dokter saangatt
good,3,0.7,0.6000000000000001,Neutral,1,good,1,good
"sudah berkali kali konsul di apk ini, sangat membantu mencarikan solusi, obat dan ramah"" dokternya tp sayang terakhir konsul dokternya kurang ramah langsung to the point kaya yg dishare digoogle"", padahal niat konsul biar ada penjelasan yg lebih jelas, gamau ditanya langsung diselesaiin obrolan.. kecewaa ",2,0.0,0.0,Negative,52,berkali kali konsul apk membantu mencarikan solusi obat ramah dokternya tp sayang konsul dokternya ramah langsung to the point kaya dishare digoogle niat konsul biar penjelasan gamau langsung diselesaiin obrolan kecewaa,31,kali kali konsul apk bantu cari solusi obat ramah dokter tp sayang konsul dokter ramah langsung to the point kaya dishare digoogle niat konsul biar jelas gamau langsung diselesaiin obrol kecewaa
"dokternya ramah, tipe dokter konseling. penjelasannya juga detail.",5,0.0,0.0,Positive,11,dokternya ramah tipe dokter konseling penjelasannya detail,7,dokter ramah tipe dokter konseling jelas detail
mendapatkan solusi yg cepat,5,0.0,0.0,Positive,4,solusi cepat,2,solusi cepat
dokter sangat baik & ramah.,5,0.0,0.0,Positive,6,dokter ramah,2,dokter ramah
sangat bagus,5,0.0,0.0,Positive,2,bagus,1,bagus
"pertanyaan di jawab dengan baik, dokter jg ramah terimakasih",5,0.0,0.0,Positive,10,dokter jg ramah terimakasih,4,dokter jg ramah terimakasih
"bagaimana indonesia mau maju dan sejahtera,klo mau chat atau konsultasi dokter aja berbayar dan bertarif,sedangkan chat di apk hijau aja gratis,pantesan indonesia banyak yg sakit tubuh dan fikiran,karena pengaruh dunia yg buruk tapi gk bisa untuk sehat,klo untuk sehat jasmani dan rohani dimahal2 kan semua",1,0.0,0.0,Negative,55,indonesia maju sejahteraklo chat konsultasi dokter berbayar bertarifsedangkan chat apk hijau gratispantesan indonesia sakit tubuh fikirankarena pengaruh dunia buruk gk sehatklo sehat jasmani rohani dimahal2,25,indonesia maju sejahteraklo chat konsultasi dokter bayar bertarifsedangkan chat apk hijau gratispantesan indonesia sakit tubuh fikirankarena pengaruh dunia buruk gk sehatklo sehat jasmani rohani dimahal2
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
sangat puas ,5,0.0,0.0,Positive,2,puas,1,puas
dr ramah penjelasan nya sangat akurat,5,0.0,0.0,Positive,6,dr ramah penjelasan akurat,4,dr ramah jelas akurat
baik dah jelas penjelasannya,5,0.0,0.0,Positive,4,dah penjelasannya,2,dah jelas
mudah dan praktis,5,0.0,0.0,Positive,3,mudah praktis,2,mudah praktis
tq dok sangat membantu sekali,5,0.0,0.0,Positive,5,tq dok membantu,3,tq dok bantu
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
baik pelayanannya dari dokter,5,0.0,0.0,Positive,4,pelayanannya dokter,2,layan dokter
luarbiasa.. fast respon,5,0.2,0.6,Positive,4,luarbiasa fast respon,3,luarbiasa fast respon
ingin konsultasi pnyakit.,5,0.0,0.0,Positive,4,konsultasi pnyakit,2,konsultasi pnyakit
okk,4,0.0,0.0,Positive,1,okk,1,okk
ini dokter sya mau tanya anak sya umurnya 15 bulan sekarang d rmh sakit krn diare trus susunya d ganti dengan susu lln dan babnya aga kemerahan dan berlendir ap sja yg harus d lakukan dok,3,0.0,0.0,Neutral,36,dokter sya anak sya umurnya 15 d rmh sakit krn diare trus susunya d ganti susu lln babnya aga kemerahan berlendir ap sja d lakukan dok,26,dokter sya anak sya umur 15 d rmh sakit krn diare trus susu d ganti susu lln bab aga merah lendir ap sja d laku dok
"jawaban yang memuaskan,sehat selalu dokter tuhan memberkati",5,0.0,0.0,Positive,9,memuaskansehat dokter tuhan memberkati,4,memuaskansehat dokter tuhan kati
aplikasi monyet gbisa login susah,1,0.0,0.0,Negative,5,aplikasi monyet gbisa login susah,5,aplikasi monyet gbisa login susah
"konsul keluhan belom saya sampaikan semua sudah di balas ""tidak ada"" padahal saya belom selesai menyampaikan kondisi kesehatan",1,0.0,0.0,Negative,20,konsul keluhan belom balas belom selesai kondisi kesehatan,8,konsul keluh bom balas bom selesai kondisi sehat
