content,score,sentiment_label,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords,review_stem_without_stopwords
aplikasi sangat menjengkelkan saya sudah bayar tapi gaada konfirmasi bisa langsung cht malah suru bayar ulang penipuan tpi rate bagus jangan menjelekan aplikasi sendiri udh tau lgi urgent bgt lol,1,positive,negative,30,aplikasi menjengkelkan bayar gaada konfirmasi langsung cht suru bayar ulang penipuan tpi rate bagus menjelekan aplikasi udh tau lgi urgent bgt lol,22,aplikasi jengkel bayar gaada konfirmasi langsung cht suru bayar ulang tipu tpi rate bagus jelek aplikasi udh tau lgi urgent bgt lol
dokter yg sabar makasih dg semuanya,5,positive,positive,6,dokter sabar makasih dg,4,dokter sabar makasih dg
endang sukindar responsip dokternya ramah dan menjawab semua keluhan dan saya akn mencobanya,5,negative,positive,13,endang sukindar responsip dokternya ramah keluhan akn mencobanya,8,endang sukindar responsip dokter ramah keluh akn coba
"penjelasan dokter bagus, dokter ramah",5,negative,positive,6,penjelasan dokter bagus dokter ramah,5,jelas dokter bagus dokter ramah
sangat memusakan,4,negative,positive,2,memusakan,1,pusa
sangat membantu,5,negative,positive,2,membantu,1,bantu
dokternya baik responnya,5,neutral,positive,3,dokternya responnya,2,dokter responnya
"gw nyeritain keluhan, lalu dokternya jawab akan saya jelaskan, udh gw tunggu kurleb setengah jam, tiba² diputusin percakapannya sama dokternya, gak amanah, gak iklas gw anjer",1,negative,negative,31,gw nyeritain keluhan dokternya udh gw tunggu kurleb jam tiba² diputusin percakapannya dokternya amanah iklas gw anjer,17,gw nyeritain keluh dokter udh gw tunggu kurleb jam tiba diputusin cakap dokter amanah iklas gw anjer
sangat membantu,5,negative,positive,2,membantu,1,bantu
"tidak muncul keterangan/penjelasan obat dari resep dokter yg diberikan, langsung diarahkan untuk check out",3,neutral,neutral,15,muncul keteranganpenjelasan obat resep dokter langsung diarahkan check out,9,muncul keteranganpenjelasan obat resep dokter langsung arah check out
aplikasi apa ini mau konsultasi aja berbayar begitu mahal tolong hapus aplikasi ini dari playstore gak ada manfaatnya udah berbayar dokternya selow respon hoalah,1,negative,negative,24,aplikasi konsultasi berbayar mahal tolong hapus aplikasi playstore manfaatnya berbayar dokternya selow respon hoalah,14,aplikasi konsultasi bayar mahal tolong hapus aplikasi playstore manfaat bayar dokter selow respon hoalah
dktrnya baik..dan responnya jg cpt . udh 2 x cht trnyta ma dktr yg sma...shat2 sllu dktr...,5,neutral,positive,22,dktrnya baikdan responnya jg cpt udh 2 x cht trnyta ma dktr smashat2 sllu dktr,15,dktrnya baikdan responnya jg cpt udh 2 x cht trnyta ma dktr smashat2 sllu dktr
luar biasa penjelasanya,5,negative,positive,3,penjelasanya,1,jasa
pelayanan ramah cepat memberikan solusi,5,negative,positive,5,pelayanan ramah cepat solusi,4,layan ramah cepat solusi
baik bagusss,5,neutral,positive,2,bagusss,1,bagusss
"aplikasinya ga bisa dibuka sama sekali di hp saya (andro), cuma muncul tulisan alodokter latar biru doang. udh coba uninstall trs install ulang tetep aja. saya beri bintang 1 dulu, tolong dibenahi",1,negative,negative,38,aplikasinya dibuka hp andro muncul tulisan alodokter latar biru doang udh coba uninstall trs install ulang tetep bintang 1 tolong dibenahi,21,aplikasi buka hp andro muncul tulis alodokter latar biru doang udh coba uninstall trs install ulang tetep bintang 1 tolong benah
mahal konsul lewat online aja bayar ...,2,neutral,negative,7,mahal konsul online bayar,4,mahal konsul online bayar
dokternya ramah,5,negative,positive,2,dokternya ramah,2,dokter ramah
sangat membantu,5,negative,positive,2,membantu,1,bantu
j 04 48. halo sy kokoh dr nugroho setiawan teus gl 25 agst hr minggu ibu t kiem j 08 09 sm cik ayang ke gereja roxy terus jalan2 ke mall central park cp tgl 26 agst ak j 01 pagi mangan bakwan sy kokoh bakwan,5,positive,positive,46,j 04 48 halo sy kokoh nugroho setiawan teus gl 25 agst hr minggu t kiem j 08 09 sm cik ayang gereja roxy jalan2 mall central park cp tgl 26 agst ak j 01 pagi mangan bakwan sy kokoh bakwan,41,j 04 48 halo sy kokoh nugroho setiawan teus gl 25 agst hr minggu t kiem j 08 09 sm cik ayang gereja roxy jalan2 mall central park cp tgl 26 agst ak j 01 pagi mangan bakwan sy kokoh bakwan
chat saya tidak dibalas dokter padahal saya sudah bayar biaya konsultasi.,1,neutral,negative,12,chat dibalas dokter bayar biaya konsultasi,6,chat balas dokter bayar biaya konsultasi
sangat baik dan sopan,5,neutral,positive,4,sopan,1,sopan
terima kasih alodokter,5,neutral,positive,3,terima kasih alodokter,3,terima kasih alodokter
"jawaban memuaskan,, tapi slow respon mungkin karna hari minggu.",4,negative,positive,12,memuaskan slow respon karna minggu,5,muas slow respon karna minggu
informatif,5,neutral,positive,1,informatif,1,informatif
alodokter ini suatu aplikasi yang bagus yang sangat bermanfaat bagi kita semua yang membutuhkan konsultasi secepatnya atas sakit penyakit kita. hanya untuk penyakit dalam organ tubuh kita perlu mengunjungi dokternya agar tidak salah pengobatan.,5,positive,positive,36,alodokter aplikasi bagus bermanfaat membutuhkan konsultasi secepatnya sakit penyakit penyakit organ tubuh mengunjungi dokternya salah pengobatan,16,alodokter aplikasi bagus manfaat butuh konsultasi cepat sakit sakit sakit organ tubuh unjung dokter salah obat
"ramah, dan sabar menjawab pertanyaan yg lmayan bnyak",5,negative,positive,9,ramah sabar lmayan bnyak,4,ramah sabar lmayan bnyak
penjelasan yg baik dan mudah di pahami,4,positive,positive,7,penjelasan mudah pahami,3,jelas mudah paham
baik dokter ramah,2,neutral,negative,3,dokter ramah,2,dokter ramah
sangat bermanfaat,5,negative,positive,2,bermanfaat,1,manfaat
untuk dokternya responnya cepet dan ramah2 hanya saja terlalu lama pengiriman obatnya sampe 5 hari padahal satu kabupaten tapi sampai 4/5 hari.,4,positive,positive,23,dokternya responnya cepet ramah2 pengiriman obatnya sampe 5 kabupaten 45,10,dokter responnya cepet ramah2 kirim obat sampe 5 kabupaten 45
baik dan ramah respon cepat,5,negative,positive,5,ramah respon cepat,3,ramah respon cepat
bagus bgtt pelayanannya,5,negative,positive,3,bagus bgtt pelayanannya,3,bagus bgtt layan
dokter ya baik,5,positive,positive,3,dokter,1,dokter
puas bisa bertanya,5,neutral,positive,3,puas,1,puas
sangat puas dan mantap,5,neutral,positive,4,puas mantap,2,puas mantap
lamaaaa respon,1,neutral,negative,2,lamaaaa respon,2,lamaaaa respon
"sgt teredukasi skl, sekaligus bs mengerahui berbagai penyakit melalui pertanyaan2 tmn2 pasien . trm ksh tuhan berkati ",5,neutral,positive,18,sgt teredukasi skl bs mengerahui penyakit pertanyaan2 tmn2 pasien trm ksh tuhan berkati,13,sgt edukasi skl bs rahu sakit pertanyaan2 tmn2 pasien trm ksh tuhan berkat
kirain gratis chat sm dokter tpi perbayaran terimakasih,1,neutral,negative,8,kirain gratis chat sm dokter tpi perbayaran terimakasih,8,kirain gratis chat sm dokter tpi bayar terimakasih
dr marsya andriani varinza,5,negative,positive,4,marsya andriani varinza,3,marsya andriani varinza
"bagus skali, cpat respon, mantap",5,positive,positive,7,bagus skali cpat respon mantap,5,bagus skali cpat respon mantap
"parah, minta resep bukannya di kasih resep malah penjelasan panjang lebar di tungguin lama, chat di tutup. taunya resepnya ga dikasih. jadinya saya harus bayar 2x untuk chat dokter lagi,",1,negative,negative,35,parah resep kasih resep penjelasan lebar tungguin chat tutup taunya resepnya dikasih bayar 2x chat dokter,16,parah resep kasih resep jelas lebar tungguin chat tutup tau resep kasih bayar 2x chat dokter
masa butuh obat sekarang dikirim 2-3 hari kemudian dan tidak dpt di cancel,1,negative,negative,13,butuh obat dikirim 23 dpt cancel,6,butuh obat kirim 23 dpt cancel
tolong jangan ada lagi pembulian di ppds,1,negative,negative,7,tolong pembulian ppds,3,tolong bulian ppds
respon cepat,5,neutral,positive,2,respon cepat,2,respon cepat
"maaf rating rendah, lebih baik tanya di internet semua jawaban tersedia, memang dokternya baik dan tanggap tp gimana ya.. bukan salah dokternya tp aplikasi berbayar ini kurang worth it... bisa jadi semua yg disarankan dokter sdh kita lakukan, kalau hanya chat saya rasa kurang pas, ujung2nya bingung mau chat apalagi karena kurang membantu, saya sarankan ke dokter langsung di kota anda masing2 lebih masuk akal... karena ujung2nya disuruh periksa ke dokter... salam sehat",2,neutral,negative,82,maaf rating rendah internet tersedia dokternya tanggap tp gimana salah dokternya tp aplikasi berbayar worth it disarankan dokter sdh lakukan chat pas ujung2nya bingung chat membantu sarankan dokter langsung kota masing2 masuk akal ujung2nya disuruh periksa dokter salam sehat,39,maaf rating rendah internet sedia dokter tanggap tp gimana salah dokter tp aplikasi bayar worth it saran dokter sdh laku chat pas ujung2nya bingung chat bantu saran dokter langsung kota masing2 masuk akal ujung2nya suruh periksa dokter salam sehat
"sangat bermanfaat sekali atas arahan yang diberikan oleh dokter di alodokter,aplikasi ini sangat membantu bila ibu bingung apa yang harus dilakukan segera bila ada keluarga yang sakit khususnya anak-anak",5,positive,positive,31,bermanfaat arahan dokter alodokteraplikasi membantu bingung keluarga sakit anakanak,9,manfaat arah dokter alodokteraplikasi bantu bingung keluarga sakit anakanak
dokternya cepat tanggap,5,negative,positive,3,dokternya cepat tanggap,3,dokter cepat tanggap
dokter nya ramah dan penjelasannya mudah dipahami,5,negative,positive,7,dokter ramah penjelasannya mudah dipahami,5,dokter ramah jelas mudah paham
respon sangat cepat dan ramah dokternya baik..,5,negative,positive,8,respon cepat ramah dokternya,4,respon cepat ramah dokter
ksih 1 aja. kenapa.....? coba pikirkan baik2 kawan.... kita tidak di obati. tp harus bayar. obat nya hanya dgn kata2. mana bisa sembuh. hadeuhhhhh.,1,positive,negative,33,ksih 1 coba pikirkan baik2 kawan obati tp bayar obat dgn kata2 sembuh hadeuhhhhh,14,ksih 1 coba pikir baik2 kawan obat tp bayar obat dgn kata2 sembuh hadeuhhhhh
mkc penjelasan dokter,5,negative,positive,3,mkc penjelasan dokter,3,mkc jelas dokter
"respon dokter nya cepat, baik ramah, sangat membantu",5,negative,positive,10,respon dokter cepat ramah membantu,5,respon dokter cepat ramah bantu
"aplikasinya bagus, tapi sayang tidak bisa memberikan resep lebih banyak. dokter juga tidak bisa memberikan saran yg solutif, resep manual pun tidak diberikan. bad experience.",3,neutral,neutral,30,aplikasinya bagus sayang resep dokter saran solutif resep manual bad experience,11,aplikasi bagus sayang resep dokter saran solutif resep manual bad experience
respon yang cepat,5,neutral,positive,3,respon cepat,2,respon cepat
"sekali pake aplikasi ini aman aman aja, trus kedua kali malah lemot bngt balasannya tp dijam balesan selang 1/2 menit, baru kekirimnya pas obrolan berakhir  udh transfer lagi malah ngulang hal yg sama disuruh kirim foto yg lagi sakit tp tombol yg buat share mana? ditulisan dokter masih mengetik disuruh tunggu hadehh keburu obrolan berakhir lagi",1,positive,negative,59,pake aplikasi aman aman trus kali lemot bngt balasannya tp dijam balesan selang 12 menit kekirimnya pas obrolan udh transfer ngulang disuruh kirim foto sakit tp tombol share ditulisan dokter mengetik disuruh tunggu hadehh keburu obrolan,36,pake aplikasi aman aman trus kali lot bngt balas tp jam balesan selang 12 menit kirim pas obrol udh transfer ngulang suruh kirim foto sakit tp tombol share tulis dokter etik suruh tunggu hadehh keburu obrol
good job,5,neutral,positive,2,good job,2,good job
"fast respon bgt di keadaan darurat,mantap dokternya.",5,negative,positive,10,fast respon bgt daruratmantap dokternya,5,fast respon bgt daruratmantap dokter
sangat membantu,5,negative,positive,2,membantu,1,bantu
dokter yang ramah dan memberi penjelasan secara detail.,5,neutral,positive,9,dokter ramah penjelasan detail,4,dokter ramah jelas detail
puas,5,negative,positive,1,puas,1,puas
bagus terang sekali,5,negative,positive,3,bagus terang,2,bagus terang
sampah,1,neutral,negative,1,sampah,1,sampah
bagus bgt layanannya,5,negative,positive,3,bagus bgt layanannya,3,bagus bgt layan
sangat puas,5,neutral,positive,2,puas,1,puas
ntahlah,1,neutral,negative,1,ntahlah,1,ntahlah
dokternya sangat membantu,5,neutral,positive,3,dokternya membantu,2,dokter bantu
"saya puas dengan jawaban dokternya,,sangat bermanfaat sekali bagi saya yg new mom",5,neutral,positive,14,puas dokternyasangat bermanfaat new mom,5,puas dokternyasangat manfaat new mom
sangat membantu sekali,5,negative,positive,3,membantu,1,bantu
jawaban dari dokter lama banget.,1,neutral,negative,6,dokter,1,dokter
fast respon baik ramah. trims kasih dok,5,negative,positive,8,fast respon ramah trims kasih,5,fast respon ramah trims kasih
sangat puas,5,neutral,positive,2,puas,1,puas
cepat tanggap responyya ,5,neutral,positive,3,cepat tanggap responyya,3,cepat tanggap responyya
bagus,5,neutral,positive,1,bagus,1,bagus
maaf pernah sy download krn kita bebas bertanya dan gratis pula tapi sekarang tdk bisa gratis lagi,4,neutral,positive,17,maaf sy download krn bebas gratis tdk gratis,8,maaf sy download krn bebas gratis tdk gratis
"dokternya ramah dan langsung balas chat nya, trims",5,positive,positive,9,dokternya ramah langsung balas chat trims,6,dokter ramah langsung balas chat trims
"respon dokrrnya cepet dan bagus ,bahsanya juga tidak menakutkan jdi merasa konsultasi dengan aman",5,negative,positive,15,respon dokrrnya cepet bagus bahsanya menakutkan jdi konsultasi aman,9,respon dokrrnya cepet bagus bahsanya takut jdi konsultasi aman
singkat padat jelas,4,neutral,positive,3,singkat padat,2,singkat padat
cukup membantu cepat memberi respon,5,negative,positive,5,membantu cepat respon,3,bantu cepat respon
bagus,5,neutral,positive,1,bagus,1,bagus
bagus,5,neutral,positive,1,bagus,1,bagus
apk ini membantu bgt apalagi buat emak2 yg sdh punya anak.,5,negative,positive,12,apk membantu bgt emak2 sdh anak,6,apk bantu bgt emak2 sdh anak
sngat bgs,4,negative,positive,2,sngat bgs,2,sngat bgs
selalu cocok berobat sm alodokter.,5,neutral,positive,6,cocok berobat sm alodokter,4,cocok obat sm alodokter
bagus,5,neutral,positive,1,bagus,1,bagus
"selamat malam dok,sya mau bertanya ..sya berusia 39 th dan mempunyai riwayat darah tinggi ,setiap hari minum obat darah tinggi.sya ingin program hamil ank ke dua apakah masih bisa dok dg kondisi saya yg punya riwayat darah tinggi?",5,positive,positive,43,selamat malam doksya sya berusia 39 th riwayat darah minum obat darah tinggisya program hamil ank dg kondisi riwayat darah,20,selamat malam doksya sya usia 39 th riwayat darah minum obat darah tinggisya program hamil ank dg kondisi riwayat darah
parah si inimah cuma mau konsultasi aja harus bayar astaga apa apa kudu bayar parah emng kementerian kesehatan indonesia,1,neutral,negative,19,parah si inimah konsultasi bayar astaga kudu bayar parah emng kementerian kesehatan indonesia,13,parah si inimah konsultasi bayar astaga kudu bayar parah emng menteri sehat indonesia
baik sekali dokter ramah..penjelasannya detail..sehat selalu dokter,5,neutral,positive,11,dokter ramahpenjelasannya detailsehat dokter,4,dokter ramahpenjelasannya detailsehat dokter
membantu sekali,5,negative,positive,2,membantu,1,bantu
bagus bg,4,neutral,positive,2,bagus bg,2,bagus bg
respon cepat,5,neutral,positive,2,respon cepat,2,respon cepat
kenapa kita harus membayar untuk chat ataupun sharing?,3,negative,neutral,9,membayar chat sharing,3,bayar chat sharing
terimakasih dok,5,neutral,positive,2,terimakasih,1,terimakasih
halo dok udh nyambung blm,5,negative,positive,5,halo udh nyambung blm,4,halo udh nyambung blm
syaiful rahim,3,negative,neutral,2,syaiful rahim,2,syaiful rahim
mantab,5,neutral,positive,1,mantab,1,mantab
konsultasi doank bayar auto uninstall ga manfaat ga membantu,1,positive,negative,9,konsultasi doank bayar auto uninstall manfaat membantu,7,konsultasi doank bayar auto uninstall manfaat bantu
membantu sekali saat dibutuhkan untuk konsultasi dokter. bisa 24 jam konsultasi dengan dokter mana pun dan spesialis apa pun. terima kasih alodokter ,5,positive,positive,24,membantu dibutuhkan konsultasi dokter 24 jam konsultasi dokter spesialis terima kasih alodokter,12,bantu butuh konsultasi dokter 24 jam konsultasi dokter spesialis terima kasih alodokter
"sangat membantu banget, beli obat slalu gratis ongkir",5,neutral,positive,9,membantu beli obat slalu gratis ongkir,6,bantu beli obat slalu gratis ongkir
