content,score,sentiment_label,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords
masa butuh obat sekarang dikirim 2-3 hari kemudian dan tidak dpt di cancel,1,negative,negative,13,butuh obat dikirim 23 dpt cancel,6
tolong jangan ada lagi pembulian di ppds,1,negative,negative,7,tolong pembulian ppds,3
respon cepat,5,neutral,positive,2,respon cepat,2
"maaf rating rendah, lebih baik tanya di internet semua jawaban tersedia, memang dokternya baik dan tanggap tp gimana ya.. bukan salah dokternya tp aplikasi berbayar ini kurang worth it... bisa jadi semua yg disarankan dokter sdh kita lakukan, kalau hanya chat saya rasa kurang pas, ujung2nya bingung mau chat apalagi karena kurang membantu, saya sarankan ke dokter langsung di kota anda masing2 lebih masuk akal... karena ujung2nya disuruh periksa ke dokter... salam sehat",2,neutral,negative,82,maaf rating rendah internet tersedia dokternya tanggap tp gimana salah dokternya tp aplikasi berbayar worth it disarankan dokter sdh lakukan chat pas ujung2nya bingung chat membantu sarankan dokter langsung kota masing2 masuk akal ujung2nya disuruh periksa dokter salam sehat,39
"sangat bermanfaat sekali atas arahan yang diberikan oleh dokter di alodokter,aplikasi ini sangat membantu bila ibu bingung apa yang harus dilakukan segera bila ada keluarga yang sakit khususnya anak-anak",5,positive,positive,31,bermanfaat arahan dokter alodokteraplikasi membantu bingung keluarga sakit anakanak,9
dokternya cepat tanggap,5,negative,positive,3,dokternya cepat tanggap,3
dokter nya ramah dan penjelasannya mudah dipahami,5,negative,positive,7,dokter ramah penjelasannya mudah dipahami,5
respon sangat cepat dan ramah dokternya baik..,5,negative,positive,8,respon cepat ramah dokternya,4
ksih 1 aja. kenapa.....? coba pikirkan baik2 kawan.... kita tidak di obati. tp harus bayar. obat nya hanya dgn kata2. mana bisa sembuh. hadeuhhhhh.,1,positive,negative,33,ksih 1 coba pikirkan baik2 kawan obati tp bayar obat dgn kata2 sembuh hadeuhhhhh,14
mkc penjelasan dokter,5,negative,positive,3,mkc penjelasan dokter,3
"respon dokter nya cepat, baik ramah, sangat membantu",5,negative,positive,10,respon dokter cepat ramah membantu,5
"aplikasinya bagus, tapi sayang tidak bisa memberikan resep lebih banyak. dokter juga tidak bisa memberikan saran yg solutif, resep manual pun tidak diberikan. bad experience.",3,neutral,neutral,30,aplikasinya bagus sayang resep dokter saran solutif resep manual bad experience,11
respon yang cepat,5,neutral,positive,3,respon cepat,2
"sekali pake aplikasi ini aman aman aja, trus kedua kali malah lemot bngt balasannya tp dijam balesan selang 1/2 menit, baru kekirimnya pas obrolan berakhir  udh transfer lagi malah ngulang hal yg sama disuruh kirim foto yg lagi sakit tp tombol yg buat share mana? ditulisan dokter masih mengetik disuruh tunggu hadehh keburu obrolan berakhir lagi",1,positive,negative,59,pake aplikasi aman aman trus kali lemot bngt balasannya tp dijam balesan selang 12 menit kekirimnya pas obrolan udh transfer ngulang disuruh kirim foto sakit tp tombol share ditulisan dokter mengetik disuruh tunggu hadehh keburu obrolan,36
good job,5,neutral,positive,2,good job,2
"fast respon bgt di keadaan darurat,mantap dokternya.",5,negative,positive,10,fast respon bgt daruratmantap dokternya,5
sangat membantu,5,negative,positive,2,membantu,1
dokter yang ramah dan memberi penjelasan secara detail.,5,neutral,positive,9,dokter ramah penjelasan detail,4
puas,5,negative,positive,1,puas,1
bagus terang sekali,5,negative,positive,3,bagus terang,2
sampah,1,neutral,negative,1,sampah,1
bagus bgt layanannya,5,negative,positive,3,bagus bgt layanannya,3
sangat puas,5,neutral,positive,2,puas,1
ntahlah,1,neutral,negative,1,ntahlah,1
dokternya sangat membantu,5,neutral,positive,3,dokternya membantu,2
"saya puas dengan jawaban dokternya,,sangat bermanfaat sekali bagi saya yg new mom",5,neutral,positive,14,puas dokternyasangat bermanfaat new mom,5
sangat membantu sekali,5,negative,positive,3,membantu,1
jawaban dari dokter lama banget.,1,neutral,negative,6,dokter,1
fast respon baik ramah. trims kasih dok,5,negative,positive,8,fast respon ramah trims kasih,5
sangat puas,5,neutral,positive,2,puas,1
cepat tanggap responyya ,5,neutral,positive,3,cepat tanggap responyya,3
bagus,5,neutral,positive,1,bagus,1
maaf pernah sy download krn kita bebas bertanya dan gratis pula tapi sekarang tdk bisa gratis lagi,4,neutral,positive,17,maaf sy download krn bebas gratis tdk gratis,8
"dokternya ramah dan langsung balas chat nya, trims",5,positive,positive,9,dokternya ramah langsung balas chat trims,6
"respon dokrrnya cepet dan bagus ,bahsanya juga tidak menakutkan jdi merasa konsultasi dengan aman",5,negative,positive,15,respon dokrrnya cepet bagus bahsanya menakutkan jdi konsultasi aman,9
singkat padat jelas,4,neutral,positive,3,singkat padat,2
cukup membantu cepat memberi respon,5,negative,positive,5,membantu cepat respon,3
bagus,5,neutral,positive,1,bagus,1
bagus,5,neutral,positive,1,bagus,1
apk ini membantu bgt apalagi buat emak2 yg sdh punya anak.,5,negative,positive,12,apk membantu bgt emak2 sdh anak,6
sngat bgs,4,negative,positive,2,sngat bgs,2
selalu cocok berobat sm alodokter.,5,neutral,positive,6,cocok berobat sm alodokter,4
bagus,5,neutral,positive,1,bagus,1
"selamat malam dok,sya mau bertanya ..sya berusia 39 th dan mempunyai riwayat darah tinggi ,setiap hari minum obat darah tinggi.sya ingin program hamil ank ke dua apakah masih bisa dok dg kondisi saya yg punya riwayat darah tinggi?",5,positive,positive,43,selamat malam doksya sya berusia 39 th riwayat darah minum obat darah tinggisya program hamil ank dg kondisi riwayat darah,20
parah si inimah cuma mau konsultasi aja harus bayar astaga apa apa kudu bayar parah emng kementerian kesehatan indonesia,1,neutral,negative,19,parah si inimah konsultasi bayar astaga kudu bayar parah emng kementerian kesehatan indonesia,13
baik sekali dokter ramah..penjelasannya detail..sehat selalu dokter,5,neutral,positive,11,dokter ramahpenjelasannya detailsehat dokter,4
membantu sekali,5,negative,positive,2,membantu,1
bagus bg,4,neutral,positive,2,bagus bg,2
respon cepat,5,neutral,positive,2,respon cepat,2
kenapa kita harus membayar untuk chat ataupun sharing?,3,negative,neutral,9,membayar chat sharing,3
terimakasih dok,5,neutral,positive,2,terimakasih,1
halo dok udh nyambung blm,5,negative,positive,5,halo udh nyambung blm,4
syaiful rahim,3,negative,neutral,2,syaiful rahim,2
mantab,5,neutral,positive,1,mantab,1
konsultasi doank bayar auto uninstall ga manfaat ga membantu,1,positive,negative,9,konsultasi doank bayar auto uninstall manfaat membantu,7
membantu sekali saat dibutuhkan untuk konsultasi dokter. bisa 24 jam konsultasi dengan dokter mana pun dan spesialis apa pun. terima kasih alodokter ,5,positive,positive,24,membantu dibutuhkan konsultasi dokter 24 jam konsultasi dokter spesialis terima kasih alodokter,12
"sangat membantu banget, beli obat slalu gratis ongkir",5,neutral,positive,9,membantu beli obat slalu gratis ongkir,6
"mau tebus obat di aloshop gagal terus. udah 1 jam saya coba tetep gagal, coba ngikutin saran cs nya masih gagal. akhirnya diminta buat tebus offline, padahal saya lagi butuh bgt saat ini juga dan cuman bisa tebus online",2,negative,negative,43,tebus obat aloshop gagal 1 jam coba tetep gagal coba ngikutin saran cs gagal tebus offline butuh bgt cuman tebus online,21
sangat baik,5,negative,positive,2,,0
hasil konsultasi blm memuaskan. tidak mendapatkan jawaban yang pasti. hanya mendapatkan saran harus konsultasi lanjutan dengan dokter spesialis,2,neutral,negative,20,hasil konsultasi blm memuaskan saran konsultasi lanjutan dokter spesialis,9
baik dokternya dan respon dgn cepat,5,neutral,positive,6,dokternya respon dgn cepat,4
aplikasi kurang gaji,1,positive,negative,3,aplikasi gaji,2
mengecewakan lagi sakit sudah bayar buat konsultasi tapi tidak ada penjelasan terkait penyakit dan chat langsung di tutup oleh dokter,1,neutral,negative,20,mengecewakan sakit bayar konsultasi penjelasan terkait penyakit chat langsung tutup dokter,11
terbaik,5,neutral,positive,1,terbaik,1
dokternya ramah dan baik menjelaskan dgn detail,5,neutral,positive,7,dokternya ramah dgn detail,4
membantu,5,negative,positive,1,membantu,1
saya usia 82 tahun dokter sdh 5 hari perut selalu kembunga. sering keluar gas. kalau mau keluar gas diawali sedikit mules. kalaummules perut sara merasa lemes dokrer.,5,neutral,positive,31,usia 82 dokter sdh 5 perut kembunga gas gas diawali mules kalaummules perut sara lemes dokrer,16
sangat bermanfaat,4,negative,positive,2,bermanfaat,1
sangat baik,5,negative,positive,2,,0
"dokternya ramah,jawaban dapat dimengerti",5,neutral,positive,6,dokternya ramahjawaban dimengerti,3
respon baik,5,neutral,positive,2,respon,1
bagus jelas,5,negative,positive,2,bagus,1
dokter menjawab dengan sangat jelas. terima kasih dok,5,negative,positive,9,dokter terima kasih,3
sangat ramah,5,negative,positive,2,ramah,1
ok,5,neutral,positive,1,ok,1
bagus,5,neutral,positive,1,bagus,1
sangat jelas dan bermanfaat.,5,neutral,positive,5,bermanfaat,1
sangat baikkkk,5,negative,positive,2,baikkkk,1
mantap...respon cepat,5,positive,positive,4,mantaprespon cepat,2
baik ramah,5,neutral,positive,2,ramah,1
kejutan untuk anda,5,neutral,positive,3,kejutan,1
"waktu awal2 enjoy banget konsul di aplikasi ini dokternya ramah cepat respon, tapi makin ke sini ko lambat banget responnya yah... jd dlm beberapa menit konsul cuma bbrpa pertanyaan, gak tau tergantung dokter nya atau aplikasi nya... banyak saingan malah pelayanan nya turun",3,neutral,neutral,47,awal2 enjoy konsul aplikasi dokternya ramah cepat respon ko lambat responnya yah jd dlm menit konsul bbrpa tau tergantung dokter aplikasi saingan pelayanan turun,24
terbaik pokonya. semoga cocok dan cepet sembuh juga.,5,neutral,positive,10,terbaik pokonya semoga cocok cepet sembuh,6
sangat membqntu dan dokternya baik dan sabar menjawab pertanyaan. dojternya juga pinter. makasih ya,5,neutral,positive,16,membqntu dokternya sabar dojternya pinter makasih,6
senang buat kita yg tinggal di pedalaman dan gak ada dokter spesialis ,5,negative,positive,12,senang tinggal pedalaman dokter spesialis,5
mantap,5,negative,positive,1,mantap,1
baik,5,negative,positive,1,,0
psikolognya baik n mau mendengarkan keluh kesah walaupun platformnya terbatss,5,negative,positive,10,psikolognya n mendengarkan keluh kesah platformnya terbatss,7
"dokter banyak yang scam , sudah bayar dan dokter tidak merespon selama 30 menit maka percakapan otomatis ditutup, untung doang buat mereka, semoga jadi penyakit uang yg meraka dapat",1,positive,negative,31,dokter scam bayar dokter merespon 30 menit percakapan otomatis ditutup untung doang semoga penyakit uang meraka,16
chat dokter ga dibalas sudah bayar kita rugi uang tidak kembali sudah bayar terus menunggu lama ga ada respon dari dokter terus chat diakhiri aplikasi. akhirnya kita dirugikan biaya dan waktu menunggu lama. peecuma bayar kalau ga ada respon chat. buang² duit buang² wektu.,1,positive,negative,48,chat dokter dibalas bayar rugi uang bayar menunggu respon dokter chat aplikasi dirugikan biaya menunggu peecuma bayar respon chat buang² duit buang² wektu,23
respon sangat membantu dan mudah dipahami,5,negative,positive,6,respon membantu mudah dipahami,4
bayar gus,1,neutral,negative,2,bayar gus,2
"terima kasih,dokterx ramah,puas dgn jawabanx",5,negative,positive,9,terima kasihdokterx ramahpuas dgn jawabanx,5
mana jawaban pertanyaan saya terlanjur bayar kok ujung2nya sesi berakhir alasan pake keterangan sibuk lagi doktermya..apapun titel hebatnya lulusan kedokteran universitas manapun harus punya etitud kepada pasien apalagi ini berbayar demi satu pertanyaan kita bayar 45rb..sy ss semua nya demi ketidakpuasan aplikasi ini..apk apaan ini ...ulasan mengatakan pujian..apa an sih..cari duit ajah ni apk,2,neutral,negative,65,terlanjur bayar ujung2nya sesi alasan pake keterangan sibuk doktermyaapapun titel hebatnya lulusan kedokteran universitas manapun etitud pasien berbayar bayar 45rbsy ss ketidakpuasan aplikasi iniapk ulasan pujianapa an sihcari duit ajah ni apk,32
baik,5,negative,positive,1,,0
mantap,5,negative,positive,1,mantap,1
top,5,neutral,positive,1,top,1
baik sekali pelayanaanya,5,negative,positive,3,pelayanaanya,1
dokter nya ramah sabar bgd,5,neutral,positive,5,dokter ramah sabar bgd,4
sangaaatttt ramaahhh dan jelass,5,negative,positive,4,sangaaatttt ramaahhh jelass,3
sangat membantu,5,negative,positive,2,membantu,1
membantu tanpa harus keluar rumah,5,negative,positive,5,membantu rumah,2
terlalu lama dan bertele-tele,1,negative,negative,4,berteletele,1
bagus.. cepat ditanggapi,5,neutral,positive,4,bagus cepat ditanggapi,3
sangat 2 membantu,4,neutral,positive,3,2 membantu,2
penjelasan dokter detail,4,negative,positive,3,penjelasan dokter detail,3
parah ya sekarng appnya,3,negative,neutral,4,parah sekarng appnya,3
dokter sangat membantu,5,negative,positive,3,dokter membantu,2
baik sekali,5,positive,positive,2,,0
terimakasih dokter,5,positive,positive,2,terimakasih dokter,2
kenapa baby saya umur 4 bulan blm terkungkap,3,neutral,neutral,8,baby umur 4 blm terkungkap,5
dokternya baik dan ramah,4,positive,positive,4,dokternya ramah,2
baik direspon cept,5,positive,positive,3,direspon cept,2
nyaman berkonsultasi di alodokter,5,neutral,positive,4,nyaman berkonsultasi alodokter,3
respon cepat dan jwbn mudah dimengerti,5,positive,positive,6,respon cepat jwbn mudah dimengerti,5
responnya lambat.,4,negative,positive,3,responnya lambat,2
"sangat baik sekali,puas dg layanan alodokter",5,negative,positive,8,sekalipuas dg layanan alodokter,4
kalau udah cat sama dokter apa bisa di kasih resep nya,4,neutral,positive,11,cat dokter kasih resep,4
jawaban dokter sangat mudah dipahami,5,positive,positive,5,dokter mudah dipahami,3
karena berbayar,1,neutral,negative,2,berbayar,1
aneh sekali aplikasi ini saya bayar dan chat dokter. trus 30 menit dokter tidak balas chat di close otomatis oleh sistem dan uang tidak kembali,1,neutral,negative,26,aneh aplikasi bayar chat dokter trus 30 menit dokter balas chat close otomatis sistem uang,15
dokternya sangat ramah dan memberikan masukan yang sangat mudah dimengerti.,5,positive,positive,11,dokternya ramah masukan mudah dimengerti,5
dokter ramah dan mudah di pahami penjelasannya,5,negative,positive,7,dokter ramah mudah pahami penjelasannya,5
"dokternya kaya males malesan gitu, lowres bahkan pasien sedang bercerita mengenai kronologi awal mula dia sakit punlangsung dipotong, obat nya juga asal asalan, cuma dikasih antibiotik 1 dan pereda nyeri 1 padahal sebelumnya di dokter lain ada 7 obat dan hasil nya dapat di prediksi ngga ada efek apapun bahkan bisa saja malah resistensi antibiotik klo asal asalan gini",1,positive,negative,62,dokternya kaya males malesan gitu lowres pasien bercerita kronologi sakit punlangsung dipotong obat asalan dikasih antibiotik 1 pereda nyeri 1 dokter 7 obat hasil prediksi ngga efek apapun resistensi antibiotik klo asalan gini,33
ramah n puas bgt dengan penjelasannya,5,negative,positive,6,ramah n puas bgt penjelasannya,5
sangat cepat respon nya,5,negative,positive,4,cepat respon,2
respon nya lama bikin kecewa,1,neutral,negative,5,respon bikin kecewa,3
kami ingin konsultasi dokter,5,positive,positive,4,konsultasi dokter,2
top,5,neutral,positive,1,top,1
dokternya saangatt baik,1,negative,negative,3,dokternya saangatt,2
good,3,neutral,neutral,1,good,1
"sudah berkali kali konsul di apk ini, sangat membantu mencarikan solusi, obat dan ramah"" dokternya tp sayang terakhir konsul dokternya kurang ramah langsung to the point kaya yg dishare digoogle"", padahal niat konsul biar ada penjelasan yg lebih jelas, gamau ditanya langsung diselesaiin obrolan.. kecewaa ",2,positive,negative,52,berkali kali konsul apk membantu mencarikan solusi obat ramah dokternya tp sayang konsul dokternya ramah langsung to the point kaya dishare digoogle niat konsul biar penjelasan gamau langsung diselesaiin obrolan kecewaa,31
"dokternya ramah, tipe dokter konseling. penjelasannya juga detail.",5,negative,positive,11,dokternya ramah tipe dokter konseling penjelasannya detail,7
mendapatkan solusi yg cepat,5,negative,positive,4,solusi cepat,2
dokter sangat baik & ramah.,5,neutral,positive,6,dokter ramah,2
sangat bagus,5,negative,positive,2,bagus,1
"pertanyaan di jawab dengan baik, dokter jg ramah terimakasih",5,neutral,positive,10,dokter jg ramah terimakasih,4
"bagaimana indonesia mau maju dan sejahtera,klo mau chat atau konsultasi dokter aja berbayar dan bertarif,sedangkan chat di apk hijau aja gratis,pantesan indonesia banyak yg sakit tubuh dan fikiran,karena pengaruh dunia yg buruk tapi gk bisa untuk sehat,klo untuk sehat jasmani dan rohani dimahal2 kan semua",1,positive,negative,55,indonesia maju sejahteraklo chat konsultasi dokter berbayar bertarifsedangkan chat apk hijau gratispantesan indonesia sakit tubuh fikirankarena pengaruh dunia buruk gk sehatklo sehat jasmani rohani dimahal2,25
